Timestamp	Filename	Error	Message
2023-03-16 18:10:48.201 -0400	stcw2023.fmp12	0	Import of script steps from clipboard started
2023-03-16 18:10:48.205 -0400	Export Tasks 23 Copy	0	script steps imported : 1
2023-03-16 18:10:48.205 -0400	stcw2023.fmp12	0	Import completed
2023-03-18 18:01:08.180 -0400	stcw2023.fmp12	0	Import of script steps from clipboard started
2023-03-18 18:01:08.187 -0400	Export Assessments 23	0	script steps imported : 1
2023-03-18 18:01:08.188 -0400	stcw2023.fmp12	0	Import completed
2023-03-18 18:01:47.160 -0400	stcw2023.fmp12	0	Import of script steps from clipboard started
2023-03-18 18:01:47.167 -0400	Export Assessments 23	0	script steps imported : 1
2023-03-18 18:01:47.167 -0400	stcw2023.fmp12	0	Import completed
